rolling_window,pattern,Freq,outcome,analysis,exposure,cumdays,pattern_rt_gap,pattern_lagged,pattern_itt,cumdose
29,NA,50,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
30,NA,43,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
31,NA,39,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
32,NA,33,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
33,NA,30,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
34,NA,21,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
35,NA,17,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
36,NA,13,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
37,NA,12,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
38,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
39,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
40,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
41,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
42,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
43,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
44,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
45,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
46,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
47,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
48,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
1,NA,686,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
2,NA,683,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
3,NA,676,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
4,NA,665,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
5,NA,656,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
6,NA,648,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
7,NA,639,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
8,NA,631,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
9,NA,619,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
10,NA,606,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
11,NA,590,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
12,NA,575,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
13,NA,562,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
14,NA,543,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
15,NA,519,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
16,NA,497,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
17,NA,473,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
18,NA,447,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
19,NA,412,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
20,NA,394,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
21,NA,367,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
22,NA,330,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
23,NA,297,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
24,NA,265,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
25,NA,245,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
26,NA,215,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
27,NA,192,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
28,NA,168,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
29,NA,142,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
30,NA,122,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
31,NA,115,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
32,NA,95,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
33,NA,77,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
34,NA,65,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
35,NA,56,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
36,NA,44,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
37,NA,33,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
38,NA,25,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
39,NA,16,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
40,NA,11,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
41,NA,10,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
42,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
43,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
44,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
45,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
46,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
47,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
48,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
1,NA,921,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
2,NA,622,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
3,NA,887,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
4,NA,875,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
5,NA,859,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
6,NA,850,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
7,NA,854,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
8,NA,831,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
9,NA,821,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
10,NA,808,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
11,NA,789,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
12,NA,760,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
13,NA,754,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
14,NA,716,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
15,NA,698,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
16,NA,673,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
17,NA,632,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
18,NA,604,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
19,NA,555,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
20,NA,524,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
21,NA,492,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
22,NA,440,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
23,NA,399,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
24,NA,356,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
25,NA,322,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
26,NA,283,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
27,NA,256,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
28,NA,226,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
29,NA,189,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
30,NA,164,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
31,NA,153,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
32,NA,126,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
33,NA,106,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
34,NA,84,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
35,NA,73,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
36,NA,56,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
37,NA,45,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
38,NA,32,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
39,NA,21,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
40,NA,16,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
41,NA,13,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
42,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
43,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
44,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
45,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
46,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
47,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
48,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
1,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
2,NA,298,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
3,NA,25,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
4,NA,22,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
5,NA,26,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
6,NA,26,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
7,NA,11,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
8,NA,21,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
9,NA,14,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
10,NA,12,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
11,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
12,NA,19,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
13,NA,10,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
14,NA,22,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
15,NA,10,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
16,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
17,NA,14,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
18,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
19,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
20,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
21,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
22,NA,12,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
23,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
24,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
25,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
26,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
27,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
28,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
29,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
30,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
31,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
32,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
33,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
34,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
35,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
36,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
37,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
38,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
39,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
40,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
41,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
42,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
43,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
44,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
45,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
46,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
47,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
48,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
1,NA,624,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
2,NA,622,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
3,NA,617,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
4,NA,610,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
5,NA,603,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
6,NA,599,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
7,NA,591,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
8,NA,585,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
9,NA,574,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
10,NA,565,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
11,NA,552,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
12,NA,535,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
13,NA,523,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
14,NA,504,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
15,NA,481,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
16,NA,468,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
17,NA,440,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
18,NA,418,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
19,NA,387,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
20,NA,363,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
21,NA,340,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
22,NA,311,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
23,NA,285,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
24,NA,251,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
25,NA,232,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
26,NA,201,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
27,NA,179,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
28,NA,161,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
29,NA,132,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
30,NA,112,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
31,NA,105,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
32,NA,91,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
33,NA,79,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
34,NA,62,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
35,NA,52,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
36,NA,42,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
37,NA,34,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
38,NA,26,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
39,NA,17,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
40,NA,13,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
41,NA,11,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
42,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
43,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
44,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
45,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
46,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
47,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
48,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
1,NA,301,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
2,NA,298,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
3,NA,295,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
4,NA,287,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
5,NA,282,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
6,NA,277,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
7,NA,274,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
8,NA,267,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
9,NA,261,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
10,NA,255,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
11,NA,246,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
12,NA,244,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
13,NA,241,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
14,NA,234,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
15,NA,227,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
16,NA,213,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
17,NA,206,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
18,NA,193,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
19,NA,177,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
20,NA,168,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
21,NA,159,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
22,NA,141,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
23,NA,123,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
24,NA,111,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
25,NA,98,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
26,NA,89,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
27,NA,79,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
28,NA,70,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
29,NA,60,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
30,NA,53,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
31,NA,49,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
32,NA,37,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
33,NA,28,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
34,NA,24,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
35,NA,21,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
36,NA,15,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
37,NA,11,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
38,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
39,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
40,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
41,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
42,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
43,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
44,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
45,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
46,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
47,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
48,NA,NA,calcium_and_vit_d,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
1,NA,14,calcium_and_vit_d,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
2,NA,NA,calcium_and_vit_d,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
3,NA,NA,calcium_and_vit_d,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
