term,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,outcome,exposure,model,analysis
carstairs2,1.0381018533789692,2060.7159336082395,0.2951830137147981,0.1266804078654428,0.8991933531501791,0.5820760491429192,1.8513997605221002,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_severity,sens_shorter_windows
carstairs3,2457089.712780307,1324.7952342762937,0.9923262236717316,14.828277045354472,9.61697596720305e-50,351359.2575069545,17182669.099109523,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_severity,sens_shorter_windows
carstairs4,1.447120379735243,2004.7259481107076,0.30887158233428513,1.1965349289362412,0.231487876428691,0.7899374290402917,2.6510421160689916,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_severity,sens_shorter_windows
carstairs5,1.0338185453239896,2004.6474501550613,0.2871913932597775,0.11580873725930202,0.9078041257804249,0.5888254347743025,1.8151063482260665,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_severity,sens_shorter_windows
asthma1,0.5571432779385305,9351.555507354671,1.025884948280845,-0.5701739182604538,0.5685597441186692,0.07459883477310333,4.161038615364655,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_severity,sens_shorter_windows
copd1,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_severity,sens_shorter_windows
rheumatoid_arthritis1,5388.639362310062,58931.24066143995,1.4220218610791455,6.042135096359017,1.520880332764152e-9,331.93413532916804,87479.5059816368,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_severity,sens_shorter_windows
severity1,3.081314365526923e-5,805.6464019298704,1.396387452104885,-7.438887538914104,1.0153671618179847e-13,1.9958543941705062e-6,4.7571096603710807e-4,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_severity,sens_shorter_windows
severity2,0.6172892737615229,1418.3008543335932,0.8904011122011863,-0.5417979820299297,0.5879576817054875,0.10778986544497111,3.5350823189918548,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_severity,sens_shorter_windows
severity3,1.4071399972323089e-5,1192.2070919735568,1.3964392962186336,-7.999893888347227,1.2452647797467744e-15,9.113517332281644e-7,2.1726441061315483e-4,calcium_and_vit_d,pattern_rt_gap,adjusted_comorb_severity,sens_shorter_windows
pattern_laggedcontinuous,1.0722376168736276e-4,428.278436557198,1.1431589660789887,-7.995906910226708,1.2862353876348846e-15,1.140860025700736e-5,0.0010077428265861743,calcium_and_vit_d,pattern_lagged,adjusted_comorb_severity,sens_shorter_windows
agegroup40-49,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_lagged,adjusted_comorb_severity,sens_shorter_windows
agegroup50-65,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_lagged,adjusted_comorb_severity,sens_shorter_windows
agegroup66-79,9129.177500667618,44683066.575397715,0.1219701710698693,74.76607437696335,0,7188.039473673171,11594.522003383936,calcium_and_vit_d,pattern_lagged,adjusted_comorb_severity,sens_shorter_windows
agegroup80+,1,44683066.57586133,1.1144143122569112,0,1,0.11256641050791069,8.883644734587358,calcium_and_vit_d,pattern_lagged,adjusted_comorb_severity,sens_shorter_windows
sex1,25708.207768726505,155.17020062748978,1.0002891787712203,10.151629952453474,3.258746456821453e-24,3619.296047207618,182607.8712709674,calcium_and_vit_d,pattern_lagged,adjusted_comorb_severity,sens_shorter_windows
carstairs2,0.9521915435878445,1046.9268281580728,0.16999834363071348,-0.2881737676674726,0.7732137278066584,0.6823724238695043,1.328700727000058,calcium_and_vit_d,pattern_lagged,adjusted_comorb_severity,sens_shorter_windows
carstairs3,625450.9321455533,714.8316919201959,0.9975011077543642,13.37966249485923,7.950757626986697e-41,88535.76859549631,4418427.43026281,calcium_and_vit_d,pattern_lagged,adjusted_comorb_severity,sens_shorter_windows
carstairs4,0.9806226948033534,1009.7093620587997,0.16068467383987572,-0.12177580955468448,0.9030765725230238,0.715693211191128,1.3436216168139492,calcium_and_vit_d,pattern_lagged,adjusted_comorb_severity,sens_shorter_windows
carstairs5,0.8590453038455289,1037.4071785709045,0.1538296415973063,-0.9876745248509766,0.3233120747818603,0.6354421803249729,1.1613312066908368,calcium_and_vit_d,pattern_lagged,adjusted_comorb_severity,sens_shorter_windows
asthma1,0.23031271894924135,2923.312564700094,1.2690747670146296,-1.1569982195701818,0.24727308776189796,0.01914606470369797,2.770488313431169,calcium_and_vit_d,pattern_lagged,adjusted_comorb_severity,sens_shorter_windows
copd1,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_lagged,adjusted_comorb_severity,sens_shorter_windows
rheumatoid_arthritis1,0.2062028293490535,14453.568886400479,0.9942701851344252,-1.5879938971493301,0.11228771914243693,0.02937448789955399,1.4475012118322066,calcium_and_vit_d,pattern_lagged,adjusted_comorb_severity,sens_shorter_windows
severity1,1.273935360817113e-4,392.91399678148514,1.1480852556981773,-7.811466534209444,5.652635987126917e-15,1.342441752757979e-5,0.0012089249311607302,calcium_and_vit_d,pattern_lagged,adjusted_comorb_severity,sens_shorter_windows
severity2,2.3869482191161723e-4,497.1328078765671,1.4085428914593758,-5.921242986846343,3.195173512771989e-9,1.5096946461789373e-5,0.0037739564190430097,calcium_and_vit_d,pattern_lagged,adjusted_comorb_severity,sens_shorter_windows
severity3,3.305665217107981e-5,1322.9882051485301,1.395337092848593,-7.394118445513999,1.4234948285042555e-13,2.1455852816663326e-6,5.092979813466542e-4,calcium_and_vit_d,pattern_lagged,adjusted_comorb_severity,sens_shorter_windows
pattern_ittcontinuous,5653.802205354863,133.1077126993757,1.0187828400844954,8.480790227866471,2.2366956155828586e-17,767.6284905707863,41641.86161655742,calcium_and_vit_d,pattern_itt,adjusted_comorb_severity,sens_shorter_windows
agegroup40-49,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_itt,adjusted_comorb_severity,sens_shorter_windows
agegroup50-65,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_itt,adjusted_comorb_severity,sens_shorter_windows
agegroup66-79,4293.603726001303,135.45001187210437,1.0346605730518468,8.084662648343347,6.233650411689564e-16,565.089558531739,32623.205786763512,calcium_and_vit_d,pattern_itt,adjusted_comorb_severity,sens_shorter_windows
agegroup80+,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_itt,adjusted_comorb_severity,sens_shorter_windows
sex1,9768.158082990512,98.84281166896618,0.9996181959972438,9.190392127923262,3.914118873239236e-20,1377.0069376846557,69292.97865029641,calcium_and_vit_d,pattern_itt,adjusted_comorb_severity,sens_shorter_windows
carstairs2,0.921723855216845,696.4077712849082,0.18463610713195805,-0.44146081622405853,0.6588794226290402,0.6418570094690156,1.323620140845116,calcium_and_vit_d,pattern_itt,adjusted_comorb_severity,sens_shorter_windows
carstairs3,284819.0522605494,476.3391801665132,0.9962911156048695,12.606364903334017,1.947712697087516e-36,40413.31741283986,2007305.9507068344,calcium_and_vit_d,pattern_itt,adjusted_comorb_severity,sens_shorter_windows
carstairs4,1.0081601576113746,666.7694595819962,0.1794956260119169,0.04527711191542901,0.9638864307706118,0.7091572974909921,1.4332319599487757,calcium_and_vit_d,pattern_itt,adjusted_comorb_severity,sens_shorter_windows
carstairs5,0.7628088470208637,688.544666820005,0.1688861821878148,-1.6031377092467287,0.10890425422335988,0.5478473211954428,1.0621158753201545,calcium_and_vit_d,pattern_itt,adjusted_comorb_severity,sens_shorter_windows
asthma1,0.29543254919391065,1767.2035681586951,1.326379907688994,-0.9192801557396858,0.35794905467309757,0.021950363549065547,3.976261756581615,calcium_and_vit_d,pattern_itt,adjusted_comorb_severity,sens_shorter_windows
copd1,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_itt,adjusted_comorb_severity,sens_shorter_windows
rheumatoid_arthritis1,0.1708175810426009,10149.333074064834,0.9939309472478489,-1.7779495389628965,0.07541214292374482,0.02434989043273916,1.1983070755018248,calcium_and_vit_d,pattern_itt,adjusted_comorb_severity,sens_shorter_windows
severity1,2.792751075722137e-4,236.86357083348904,1.1458828729944117,-7.141491862897855,9.23233419036758e-13,2.955663292321481e-5,0.0026388183631096828,calcium_and_vit_d,pattern_itt,adjusted_comorb_severity,sens_shorter_windows
severity2,4.83937540171815e-4,311.59364879797994,1.4063682932888126,-5.42784898183094,5.70372677096492e-8,3.073876757208585e-5,0.007618898260586808,calcium_and_vit_d,pattern_itt,adjusted_comorb_severity,sens_shorter_windows
severity3,6.18364878452679e-5,865.625272860199,1.3970955912401195,-6.936545366175353,4.018042574351101e-12,3.999768828813835e-6,9.559930567717158e-4,calcium_and_vit_d,pattern_itt,adjusted_comorb_severity,sens_shorter_windows
cumdose900 to 1500 mg,0.19679257774036862,1200.2540038508398,1.0954144951870608,-1.4840090367176506,0.13780652322665893,0.022992712329097182,1.6843301520669123,calcium_and_vit_d,cumdose,adjusted_comorb_severity,sens_shorter_windows
cumdose>1500 mg,12758.033849235415,845.2658267985827,1.4087916628620454,6.710656165276726,1.9375116435974777e-11,806.5255176446791,201813.11581259235,calcium_and_vit_d,cumdose,adjusted_comorb_severity,sens_shorter_windows
agegroup40-49,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,cumdose,adjusted_comorb_severity,sens_shorter_windows
agegroup50-65,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,cumdose,adjusted_comorb_severity,sens_shorter_windows
agegroup66-79,14380.252494034095,239.8384937131904,1.0251969448407705,9.338314201963234,9.788008114857689e-21,1928.0455508818768,107254.55199831174,calcium_and_vit_d,cumdose,adjusted_comorb_severity,sens_shorter_windows
agegroup80+,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,cumdose,adjusted_comorb_severity,sens_shorter_windows
sex1,36014.19852823241,178.92616549526753,0.999902610249178,10.492690423749439,9.333225445163028e-26,5074.054286754649,255618.56896499803,calcium_and_vit_d,cumdose,adjusted_comorb_severity,sens_shorter_windows
carstairs2,0.9157361291012834,1222.069205840403,0.16976553447773315,-0.5185211753686207,0.6040946897486179,0.6565467624352517,1.277247419560769,calcium_and_vit_d,cumdose,adjusted_comorb_severity,sens_shorter_windows
carstairs3,867874.4692727597,831.9742824850706,0.9969771318695826,13.715261790296628,8.226891406432752e-43,122978.28704177568,6124707.967021938,calcium_and_vit_d,cumdose,adjusted_comorb_severity,sens_shorter_windows
carstairs4,0.9746012348992751,1176.7714569778518,0.16282684770092323,-0.15800147121683822,0.8744556394154878,0.7083183505356933,1.3409896360144178,calcium_and_vit_d,cumdose,adjusted_comorb_severity,sens_shorter_windows
carstairs5,0.8145487676059568,1215.4323705442307,0.15362189612088115,-1.3352326955072489,0.18180019900135105,0.602773145948414,1.1007286891728336,calcium_and_vit_d,cumdose,adjusted_comorb_severity,sens_shorter_windows
asthma1,0.22736161390013968,3402.1901383350864,1.2695818278078483,-1.166694011981327,0.24333396188974957,0.018881962566815243,2.737708185383566,calcium_and_vit_d,cumdose,adjusted_comorb_severity,sens_shorter_windows
copd1,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,cumdose,adjusted_comorb_severity,sens_shorter_windows
rheumatoid_arthritis1,0.20308465510569107,17164.016324057025,0.9940960732126146,-1.60359990306801,0.10880227213161468,0.02894016468253562,1.425125861992293,calcium_and_vit_d,cumdose,adjusted_comorb_severity,sens_shorter_windows
severity1,8.56434284425927e-5,466.8650223073774,1.1480547743701535,-8.157553342339225,3.418790953530593e-16,9.025433046574705e-6,8.126808760921636e-4,calcium_and_vit_d,cumdose,adjusted_comorb_severity,sens_shorter_windows
severity2,1.6807148562241316e-4,577.1998390167694,1.4086065176290077,-6.170013449913898,6.828418401073279e-10,1.0628843128429388e-5,0.002657676281228474,calcium_and_vit_d,cumdose,adjusted_comorb_severity,sens_shorter_windows
severity3,2.3418625259976788e-5,1531.5392890575708,1.3954721095253257,-7.6404098857608105,2.165313013161987e-14,1.5196143429830569e-6,3.609021009834846e-4,calcium_and_vit_d,cumdose,adjusted_comorb_severity,sens_shorter_windows
patterncontinuous,24301.206657196984,293.02921077557284,1.0202834400157954,9.897525421577189,4.267023075792644e-23,3289.735641215824,179512.49261400817,calcium_and_vit_d,pattern,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup40-49,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup50-65,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup66-79,21788.179366266744,298.0448934522092,1.0261475956850556,9.734586830214138,2.146883578084563e-22,2915.8321812085987,162809.35616117687,calcium_and_vit_d,pattern,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup80+,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern,adjusted_age_sex_carstairs,sens_shorter_windows
sex1,44935.003236431905,214.01166978951935,0.9994736925914554,10.718613637884163,8.324165891092326e-27,6336.234294712354,318667.90619519056,calcium_and_vit_d,pattern,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs2,0.9191038879750899,1506.4346432537104,0.17390095830406238,-0.48508138915144977,0.6276186131220232,0.6536418329507652,1.292377437162221,calcium_and_vit_d,pattern,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs3,1290708.3716415528,1033.8633591902806,0.9967613035995473,14.116420551354203,3.008909622261107e-45,182971.46572920054,9104851.917681932,calcium_and_vit_d,pattern,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs4,0.9923702916006155,1443.12526018937,0.17024581601996272,-0.04498767549153484,0.964117132542054,0.7108210053452516,1.3854385115886745,calcium_and_vit_d,pattern,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs5,0.7577407422266307,1492.0829517364755,0.16336467740865743,-1.6981270674304934,0.08948378191796737,0.550128789942026,1.0437029345267912,calcium_and_vit_d,pattern,adjusted_age_sex_carstairs,sens_shorter_windows
cumdaysmany,7290.82945577257,490.52366576709034,1.219335085144841,7.294444904302159,2.998929143548994e-13,668.154708653107,79556.71563000033,calcium_and_vit_d,cumdays,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup40-49,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,cumdays,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup50-65,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,cumdays,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup66-79,8592.831826111556,22256069.32315187,0.49968586080947885,18.128757158374754,1.88982263990968e-73,3227.0295054544463,22880.720076167265,calcium_and_vit_d,cumdays,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup80+,1,22256069.32394816,1.5014682765266747,0,1,0.05271665991771497,18.969335340305935,calcium_and_vit_d,cumdays,adjusted_age_sex_carstairs,sens_shorter_windows
sex1,20228.67169821159,139.108334720576,1.0003700166769989,9.911188962801528,3.721902871795854e-23,2847.415626364384,143708.96713680564,calcium_and_vit_d,cumdays,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs2,0.9237200658737073,937.3310349557015,0.15965231254509632,-0.49699381730240766,0.6191934112758392,0.6755291327086523,1.2630969099384888,calcium_and_vit_d,cumdays,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs3,482020.62225394923,642.7800965336362,0.9973692559525661,13.120258218084748,2.5207458091445912e-39,68250.11212630947,3404300.345295976,calcium_and_vit_d,cumdays,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs4,0.9443701295894368,907.7411606816812,0.15355875637004732,-0.37273747590802114,0.7093438414616418,0.69892856689827,1.2760029907184742,calcium_and_vit_d,cumdays,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs5,0.8255078375712996,930.8954636525957,0.1461867407631759,-1.311723076481949,0.18961358764837455,0.6198503083445341,1.0993996142579354,calcium_and_vit_d,cumdays,adjusted_age_sex_carstairs,sens_shorter_windows
pattern_rt_gapcontinuous,9.764734506664864e-6,221.31108345379437,0.9884880484847511,-11.671090206854208,1.7911306874589074e-31,1.406882694001242e-6,6.777398029857871e-5,calcium_and_vit_d,pattern_rt_gap,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup40-49,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_rt_gap,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup50-65,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_rt_gap,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup66-79,9639.461019305829,33207813.808012977,0.4115127695615231,22.292432103518554,4.37564893893557e-110,4303.010907359838,21593.997957055664,calcium_and_vit_d,pattern_rt_gap,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup80+,1,33207813.808651578,1.4453902612867287,0,1,0.05884120785179002,16.994892465817706,calcium_and_vit_d,pattern_rt_gap,adjusted_age_sex_carstairs,sens_shorter_windows
sex1,17555.75418166935,166.0983963583131,1.009690510070933,9.679339313655644,3.6909341707218254e-22,2426.4389612828713,127019.26972201752,calcium_and_vit_d,pattern_rt_gap,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs2,1.0332956069680173,1050.786229293617,0.2849270521449179,0.11495332761193343,0.9084821158897884,0.591145293884535,1.8061546330908471,calcium_and_vit_d,pattern_rt_gap,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs3,622934.4545792998,687.4500276964699,0.9941479726068557,13.420735092287883,4.5715595370000937e-41,88760.97496580488,4371823.708014753,calcium_and_vit_d,pattern_rt_gap,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs4,1.4232664039322946,1036.510094749598,0.3011964060354696,1.1718417198738258,0.24126060925415313,0.7886918487836034,2.5684140893386638,calcium_and_vit_d,pattern_rt_gap,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs5,0.9728443532821768,1029.343397196868,0.26975726393119,-0.10205906964312733,0.9187097890074599,0.5733575861806853,1.6506734340387086,calcium_and_vit_d,pattern_rt_gap,adjusted_age_sex_carstairs,sens_shorter_windows
pattern_laggedcontinuous,1.1710904622128771e-4,430.135259372118,1.1441579163601692,-7.9118493249943675,2.5359320968608343e-15,1.2436021375441445e-5,0.0011028067814311611,calcium_and_vit_d,pattern_lagged,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup40-49,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_lagged,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup50-65,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_lagged,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup66-79,9807.700749018048,68491913.71011086,1.2405366878815451,7.408828160091074,1.2742028035006742e-13,862.2247064720431,111561.39839215808,calcium_and_vit_d,pattern_lagged,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup80+,1,68491913.71042113,2.2131318366665678,0,1,0.0130670864786026,76.52815351283574,calcium_and_vit_d,pattern_lagged,adjusted_age_sex_carstairs,sens_shorter_windows
sex1,25055.350828669187,154.7639780609261,1.0003580272884625,10.125217585440202,4.270278968816629e-24,3526.908490598965,177994.5827403878,calcium_and_vit_d,pattern_lagged,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs2,0.9656724517772319,1042.9481725215294,0.1611073167044526,-0.2168155973226858,0.8283520561751339,0.704198418910977,1.3242337089645433,calcium_and_vit_d,pattern_lagged,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs3,618848.6903110784,713.574677651885,0.9972734654830817,13.372075505066398,8.804921698081353e-41,87640.28139893449,4369836.511095379,calcium_and_vit_d,pattern_lagged,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs4,0.9866311430707543,1006.2459709839385,0.1530729293038587,-0.08792557041928853,0.9299358330517774,0.7309015892907065,1.331835949928315,calcium_and_vit_d,pattern_lagged,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs5,0.8455593487611034,1033.8650544627305,0.14725258689663,-1.1392459919173563,0.2546005676581393,0.6335814688096221,1.1284588446385495,calcium_and_vit_d,pattern_lagged,adjusted_age_sex_carstairs,sens_shorter_windows
pattern_ittcontinuous,24301.206657196984,293.02921077557284,1.0202834400157954,9.897525421577189,4.267023075792644e-23,3289.735641215824,179512.49261400817,calcium_and_vit_d,pattern_itt,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup40-49,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_itt,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup50-65,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_itt,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup66-79,21788.179366266744,298.0448934522092,1.0261475956850556,9.734586830214138,2.146883578084563e-22,2915.8321812085987,162809.35616117687,calcium_and_vit_d,pattern_itt,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup80+,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern_itt,adjusted_age_sex_carstairs,sens_shorter_windows
sex1,44935.003236431905,214.01166978951935,0.9994736925914554,10.718613637884163,8.324165891092326e-27,6336.234294712354,318667.90619519056,calcium_and_vit_d,pattern_itt,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs2,0.9191038879750899,1506.4346432537104,0.17390095830406238,-0.48508138915144977,0.6276186131220232,0.6536418329507652,1.292377437162221,calcium_and_vit_d,pattern_itt,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs3,1290708.3716415528,1033.8633591902806,0.9967613035995473,14.116420551354203,3.008909622261107e-45,182971.46572920054,9104851.917681932,calcium_and_vit_d,pattern_itt,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs4,0.9923702916006155,1443.12526018937,0.17024581601996272,-0.04498767549153484,0.964117132542054,0.7108210053452516,1.3854385115886745,calcium_and_vit_d,pattern_itt,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs5,0.7577407422266307,1492.0829517364755,0.16336467740865743,-1.6981270674304934,0.08948378191796737,0.550128789942026,1.0437029345267912,calcium_and_vit_d,pattern_itt,adjusted_age_sex_carstairs,sens_shorter_windows
cumdose900 to 1500 mg,0.19720772011104398,1211.8141198687401,1.0954159432227077,-1.4820833118125365,0.1383181286165992,0.023041151047321223,1.6878881090412075,calcium_and_vit_d,cumdose,adjusted_age_sex_carstairs,sens_shorter_windows
cumdose>1500 mg,11759.038015261158,853.8602798389547,1.409231748834085,6.650699875614836,2.9170256506419416e-11,742.7310072009162,186171.0009461774,calcium_and_vit_d,cumdose,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup40-49,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,cumdose,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup50-65,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,cumdose,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup66-79,16417.43773897335,252.22910033142557,1.0200061439543164,9.51572633481638,1.804478589553369e-21,2223.6916952858037,121209.36660620316,calcium_and_vit_d,cumdose,adjusted_age_sex_carstairs,sens_shorter_windows
agegroup80+,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,cumdose,adjusted_age_sex_carstairs,sens_shorter_windows
sex1,37713.72072732502,185.44012529839685,1.000015483237995,10.537616095828149,5.794921103460086e-26,5312.325263510153,267740.5204964529,calcium_and_vit_d,cumdose,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs2,0.9317810467023904,1264.4166581398174,0.1608520033142246,-0.4392697564943268,0.6604660855439871,0.6798238532787176,1.2771189401585274,calcium_and_vit_d,cumdose,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs3,924467.5695245081,862.777417758433,0.996796941655857,13.781114965540915,3.311183907849744e-43,131043.83240298872,6521789.476320744,calcium_and_vit_d,cumdose,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs4,0.9821934426812927,1217.8161757778819,0.15491970507283814,-0.115976218422853,0.907671389540391,0.7249851957494616,1.3306533216155623,calcium_and_vit_d,cumdose,adjusted_age_sex_carstairs,sens_shorter_windows
carstairs5,0.8054053031164286,1257.6328285530699,0.14619162424027293,-1.4803149445845558,0.13878921680075432,0.6047500997859879,1.0726376110026663,calcium_and_vit_d,cumdose,adjusted_age_sex_carstairs,sens_shorter_windows
patterncontinuous,22693.304471033698,427.8859423084199,1.3055785497594898,7.682283999369888,1.5627690353009662e-14,1756.253746329683,293229.8757461925,calcium_and_vit_d,pattern,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup40-49,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup50-65,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup66-79,5.601411626289335,653.2124713573994,0.5315784028498826,3.2413255182320317,0.0011897524175862116,1.9761373727926026,15.87734367008616,calcium_and_vit_d,pattern,adjusted_comorb_lifestyle,sens_shorter_windows
agegroup80+,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern,adjusted_comorb_lifestyle,sens_shorter_windows
sex1,98865.28207375418,249.4832447590344,0.9706486934715278,11.849306028668439,2.1698022003628856e-32,14751.158992241886,662615.3243052715,calcium_and_vit_d,pattern,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs2,0.9750887555841186,1926.4539611535888,0.4113138188903668,-0.061332198434574894,0.9510946484187255,0.4354448824978172,2.18350960014176,calcium_and_vit_d,pattern,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs3,2357536.9297798024,1268.9081767588425,0.9818234287740331,14.944772683306926,1.6846505005593018e-50,344135.0335075133,16150579.958765615,calcium_and_vit_d,pattern,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs4,0.8714836272643013,1818.2199616749895,0.39111858883437756,-0.3517045851842887,0.725059821526129,0.4048913381077062,1.8757716975108798,calcium_and_vit_d,pattern,adjusted_comorb_lifestyle,sens_shorter_windows
carstairs5,0.9982474676116995,1850.8145196486096,0.39650537132381314,-0.004423823727574943,0.996470310860855,0.45891497885069304,2.1714218374148544,calcium_and_vit_d,pattern,adjusted_comorb_lifestyle,sens_shorter_windows
asthma1,0.19747345241839082,3083.869742654919,1.0859832732760384,-1.4937164887605914,0.13524973696341513,0.023502717522919193,1.6592023612593259,calcium_and_vit_d,pattern,adjusted_comorb_lifestyle,sens_shorter_windows
copd1,NA,0,0,NA,NA,NA,NA,calcium_and_vit_d,pattern,adjusted_comorb_lifestyle,sens_shorter_windows
rheumatoid_arthritis1,1555.3869354570222,62914.65633105462,1.4296344730651838,5.140810301666355,2.7355613682085935e-7,94.39117168443812,25629.81766004747,calcium_and_vit_d,pattern,adjusted_comorb_lifestyle,sens_shorter_windows
smokstatus1,1.5062856966032568e-5,307.06520065203756,1.0200850960500771,-10.884659222057127,1.3640785497595534e-27,2.0399021898108913e-6,1.1122575440746481e-4,calcium_and_vit_d,pattern,adjusted_comorb_lifestyle,sens_shorter_windows
bmi_catnormal,0.4609701910576941,1745.5224545366125,0.947925311576092,-0.8169651027342821,0.4139483712198799,0.07191133549532992,2.954937710169029,calcium_and_vit_d,pattern,adjusted_comorb_lifestyle,sens_shorter_windows
bmi_catoverweight,92748.0855678523,1662.4643248555853,1.2915899689531414,8.855474736110885,8.33283919387185e-19,7377.370236230448,1166026.2534007032,calcium_and_vit_d,pattern,adjusted_comorb_lifestyle,sens_shorter_windows
bmi_catobese,0.32037911019424786,1710.06258047603,0.9218643129357181,-1.2347264657992085,0.21693232262873002,0.05259831904627325,1.9514459037856005,calcium_and_vit_d,pattern,adjusted_comorb_lifestyle,sens_shorter_windows
alc1,40393652.59750037,62913.52377285171,2.1980230466337174,7.968152674052935,1.6106380891911831e-15,543691.4666624822,3001053483.8510847,calcium_and_vit_d,pattern,adjusted_comorb_lifestyle,sens_shorter_windows
